X,Y,XERR,YERR,YMODEL
0.540199995,0.006797630089,0.02920001745,0.005709478359,0.000400569429
0.6132000089,-0.001982912753,0.04379999638,0.004213403507,0.0005418063259
0.6861999929,0.008827591698,0.02919998765,0.005317812157,0.0008839299518
0.7518999875,0.0005372254316,0.03650000691,0.004787084258,0.001214527926
0.8249000013,0.003122740122,0.03650000691,0.004811340771,0.001736055449
0.9052000046,-5.344042078e-05,0.04379999638,0.004020590657,0.0026284177
0.9927999973,0.0044567152,0.04379999638,0.003728938475,0.003235806042
1.065800011,0.008940144527,0.02920001745,0.005439765093,0.002711699299
1.146099985,0.001564416504,0.05109995604,0.003669461966,0.002630986569
1.248299956,0.00345482272,0.05110001564,0.00329071438,0.002758447091
1.350499988,0.002037565191,0.05110001564,0.003244304232,0.00269774014
1.4454,2.160085569e-05,0.04379999638,0.004092462634,0.002472422485
1.547599971,0.005503174567,0.0583999753,0.002958923497,0.002202329938
1.657099962,-0.002687357907,0.05110001564,0.003543310057,0.001883536332
1.759299994,-0.004276869623,0.05110001564,0.003761630017,0.001856901792
1.861500025,0.001672347797,0.05110001564,0.003337426219,0.001207978187
1.956400037,0.005032884878,0.04379999638,0.003773188791,0.0009652173022
2.051300049,-0.001763959911,0.05110001564,0.003551681306,0.0007752044787
2.146200061,0.0007478530874,0.04379999638,0.004271583343,0.0005467563265
2.233800054,0.0005977705344,0.04379999638,0.004132822511,0.0005232714432
2.335999966,0.003248099305,0.0583999157,0.003098840282,0.0005330435069

